Edition,Report Type,Measure Name,State Name,Rank,Value,Score,Lower CI,Upper CI,Source,Source Year
2015,2015 Annual,Depression - Hawaiian/Pacific Islander,Kentucky,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Depression - Hawaiian/Pacific Islander,Louisiana,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Depression - Hawaiian/Pacific Islander,Maine,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Depression - Hawaiian/Pacific Islander,Maryland,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Depression - Hawaiian/Pacific Islander,Massachusetts,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Depression - Hawaiian/Pacific Islander,Michigan,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Depression - Hawaiian/Pacific Islander,Minnesota,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Depression - Hawaiian/Pacific Islander,Mississippi,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Depression - Hawaiian/Pacific Islander,Missouri,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Depression - Hawaiian/Pacific Islander,Montana,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Depression - Hawaiian/Pacific Islander,Nebraska,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Depression - Hawaiian/Pacific Islander,Nevada,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Depression - Hawaiian/Pacific Islander,New Hampshire,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Depression - Hawaiian/Pacific Islander,New Jersey,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Depression - Hawaiian/Pacific Islander,New Mexico,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Depression - Hawaiian/Pacific Islander,New York,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Depression - Hawaiian/Pacific Islander,North Carolina,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Depression - Hawaiian/Pacific Islander,North Dakota,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Depression - Hawaiian/Pacific Islander,Ohio,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Depression - Hawaiian/Pacific Islander,Oklahoma,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Depression - Hawaiian/Pacific Islander,Oregon,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Depression - Hawaiian/Pacific Islander,Pennsylvania,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Depression - Hawaiian/Pacific Islander,Rhode Island,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Depression - Hawaiian/Pacific Islander,South Carolina,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Depression - Hawaiian/Pacific Islander,South Dakota,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Depression - Hawaiian/Pacific Islander,Tennessee,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Depression - Hawaiian/Pacific Islander,Texas,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Depression - Hawaiian/Pacific Islander,Utah,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Depression - Hawaiian/Pacific Islander,Vermont,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Depression - Hawaiian/Pacific Islander,Virginia,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Depression - Hawaiian/Pacific Islander,Washington,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Depression - Hawaiian/Pacific Islander,West Virginia,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Depression - Hawaiian/Pacific Islander,Wisconsin,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Depression - Hawaiian/Pacific Islander,Wyoming,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Depression - Hawaiian/Pacific Islander,District of Columbia,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Depression - Hawaiian/Pacific Islander,United States,,14.1,,17.9,10.4,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Depression - Hispanic,Alabama,,18.1,,28.1,8.1,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Depression - Hispanic,Alaska,,24.5,,33.5,15.5,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Depression - Hispanic,Arizona,,17.5,,20.2,14.8,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Depression - Hispanic,Arkansas,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Depression - Hispanic,California,,11.2,,12.6,9.7,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Depression - Hispanic,Colorado,,12.5,,14.3,10.7,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Depression - Hispanic,Connecticut,,19.5,,23.4,15.6,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Depression - Hispanic,Delaware,,18.5,,24.9,12.2,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Depression - Hispanic,Florida,,15.4,,17.8,13,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Depression - Hispanic,Georgia,,16.9,,22.8,11,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Depression - Hispanic,Hawaii,,14.4,,17.8,10.9,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Depression - Hispanic,Idaho,,12,,16.3,7.7,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Depression - Hispanic,Illinois,,18.5,,23.1,14,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Depression - Hispanic,Indiana,,12.4,,16.5,8.2,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Depression - Hispanic,Iowa,,15.1,,21.7,8.4,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Depression - Hispanic,Kansas,,14.6,,17.7,11.6,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Depression - Hispanic,Kentucky,,21.9,,32.4,11.5,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Depression - Hispanic,Louisiana,,18.4,,25.2,11.7,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Depression - Hispanic,Maine,,24.4,,37.1,11.6,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Depression - Hispanic,Maryland,,15.5,,20.7,10.2,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Depression - Hispanic,Massachusetts,,30.5,,35,25.9,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Depression - Hispanic,Michigan,,27.2,,36.2,18.2,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Depression - Hispanic,Minnesota,,16.9,,20.8,12.9,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Depression - Hispanic,Mississippi,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Depression - Hispanic,Missouri,,19.2,,29.8,8.6,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Depression - Hispanic,Montana,,19.2,,28.1,10.4,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Depression - Hispanic,Nebraska,,12,,14.5,9.4,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Depression - Hispanic,Nevada,,11.9,,15.6,8.1,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Depression - Hispanic,New Hampshire,,17.5,,27.5,7.4,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Depression - Hispanic,New Jersey,,15.1,,17.6,12.6,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Depression - Hispanic,New Mexico,,20.2,,22.3,18,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Depression - Hispanic,New York,,18.7,,22,15.4,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Depression - Hispanic,North Carolina,,12.6,,15.8,9.3,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Depression - Hispanic,North Dakota,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Depression - Hispanic,Ohio,,16.6,,23.8,9.5,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Depression - Hispanic,Oklahoma,,13.9,,17.8,10.1,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Depression - Hispanic,Oregon,,18.5,,23.9,13,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Depression - Hispanic,Pennsylvania,,21.8,,28.3,15.3,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Depression - Hispanic,Rhode Island,,20.2,,24.6,15.9,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Depression - Hispanic,South Carolina,,13.2,,17.8,8.5,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Depression - Hispanic,South Dakota,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Depression - Hispanic,Tennessee,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Depression - Hispanic,Texas,,12.6,,14.1,11.2,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Depression - Hispanic,Utah,,15.2,,17.6,12.9,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Depression - Hispanic,Vermont,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Depression - Hispanic,Virginia,,14.2,,18.5,9.9,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Depression - Hispanic,Washington,,14.4,,17.9,10.9,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Depression - Hispanic,West Virginia,,23,,36.1,9.9,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Depression - Hispanic,Wisconsin,,12.9,,19.7,6.1,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Depression - Hispanic,Wyoming,,20.2,,28.1,12.3,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Depression - Hispanic,District of Columbia,,16,,24.4,7.6,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Depression - Hispanic,United States,,14.6,,15.2,13.9,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Depression - Multiracial,Alabama,,24.6,,35,14.3,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Depression - Multiracial,Alaska,,18.3,,26.6,10.1,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Depression - Multiracial,Arizona,,26.2,,35.3,17,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Depression - Multiracial,Arkansas,,32.2,,45.5,18.9,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Depression - Multiracial,California,,23.3,,31.1,15.5,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Depression - Multiracial,Colorado,,29.4,,38.4,20.5,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Depression - Multiracial,Connecticut,,25.2,,38,12.3,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Depression - Multiracial,Delaware,,21.3,,27.4,15.1,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Depression - Multiracial,Florida,,24.8,,34.3,15.2,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Depression - Multiracial,Georgia,,27.1,,38,16.1,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Depression - Multiracial,Hawaii,,13.8,,16.1,11.5,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Depression - Multiracial,Idaho,,31,,48,14,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Depression - Multiracial,Illinois,,26.2,,40.4,12,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Depression - Multiracial,Indiana,,25.5,,35.1,16,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Depression - Multiracial,Iowa,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Depression - Multiracial,Kansas,,33.1,,40.5,25.7,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Depression - Multiracial,Kentucky,,36.9,,51.4,22.5,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Depression - Multiracial,Louisiana,,28.5,,44,13,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Depression - Multiracial,Maine,,29.5,,41.6,17.4,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Depression - Multiracial,Maryland,,29.6,,40.9,18.2,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Depression - Multiracial,Massachusetts,,25.8,,34.6,17,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Depression - Multiracial,Michigan,,26.6,,35.1,18,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Depression - Multiracial,Minnesota,,37.6,,47.5,27.7,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Depression - Multiracial,Mississippi,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Depression - Multiracial,Missouri,,23.9,,35,12.7,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Depression - Multiracial,Montana,,27.5,,39,16.1,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Depression - Multiracial,Nebraska,,33.9,,44.2,23.6,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Depression - Multiracial,Nevada,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Depression - Multiracial,New Hampshire,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Depression - Multiracial,New Jersey,,20.6,,29.9,11.3,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Depression - Multiracial,New Mexico,,44.2,,65.5,22.9,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Depression - Multiracial,New York,,27.8,,41.2,14.4,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Depression - Multiracial,North Carolina,,38.2,,51.7,24.7,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Depression - Multiracial,North Dakota,,33.6,,51.2,16,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Depression - Multiracial,Ohio,,23.2,,32.5,14,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Depression - Multiracial,Oklahoma,,30.6,,37.6,23.6,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Depression - Multiracial,Oregon,,35.6,,43,28.2,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Depression - Multiracial,Pennsylvania,,25.2,,36.9,13.4,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Depression - Multiracial,Rhode Island,,41.5,,61.9,21.1,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Depression - Multiracial,South Carolina,,25.2,,34.1,16.3,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Depression - Multiracial,South Dakota,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Depression - Multiracial,Tennessee,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Depression - Multiracial,Texas,,26.9,,38.2,15.7,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Depression - Multiracial,Utah,,27.2,,36.2,18.3,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Depression - Multiracial,Vermont,,32.1,,45.1,19,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Depression - Multiracial,Virginia,,21.6,,30.2,13,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Depression - Multiracial,Washington,,33.1,,41.5,24.7,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Depression - Multiracial,West Virginia,,35.7,,48.4,23,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Depression - Multiracial,Wisconsin,,26.2,,41.3,11.2,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Depression - Multiracial,Wyoming,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Depression - Multiracial,District of Columbia,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Depression - Multiracial,United States,,26.2,,28.1,24.4,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Depression - Other Race,Alabama,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Depression - Other Race,Alaska,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Depression - Other Race,Arizona,,20.8,,30.7,10.9,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Depression - Other Race,Arkansas,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Depression - Other Race,California,,9.6,,14.3,4.9,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Depression - Other Race,Colorado,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Depression - Other Race,Connecticut,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Depression - Other Race,Delaware,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Depression - Other Race,Florida,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Depression - Other Race,Georgia,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Depression - Other Race,Hawaii,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2014
